id_usuario,id_universidad,id_grado_academico,titulo_profesional,especialidad,fecha_emision,resolucion,id_tipo_obtencion
71,10,4,DOCTORADO EN CIENCIAS: SALUD PUBLICA,-,2011-02-18,RCU 066-2011,2
71,10,4,DOCTOR EN CIENCIAS SALUD PUBLICA,-,2011-02-18,RCU 066-2011,2
72,1,2,Médico Veterinario y Zootecnista,-,1980-06-20,-,2
72,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1980-01-15,-,2
74,1,3,MAGISTER SCIENTIA EN DESARROLLO RURAL,-,1994-01-28,-,2
74,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1980-12-05,-,2
74,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1980-01-30,-,2
74,1,4,"DOCTORIS SCIENTIAE EN CIENCIA, TECNOLOGIA Y MEDIO AMBIENTE",-,2013-07-10,2018-2013-R-UNA,2
75,1,2,Médico Veterinario y Zootecnista,-,1978-04-07,-,2
75,1,1,Bachiller en Medicina Veterinaria y Zootecnia,-,1977-11-22,-,2
75,1,3,Maestro en Ciencia Animal con Mención en: Producción Animal,-,2022-09-22,2073-2022-R-UNA,2
76,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1981-06-12,-,2
76,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1981-10-02,-,2
77,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1977-11-15,-,2
77,10,4,DOCTOR EN CIENCIAS BIOMEDICAS,-,2011-02-18,RCU 066-2011,2
77,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1978-04-14,-,2
77,1,3,MAGISTER SCIENTIAE EN GANADERIA ANDINA,-,1998-01-02,2047-97-R-UNA,2
78,1,3,MAGISTER SCIENTIAE EN PRODUCCION ANIMAL,-,2000-01-28,65-2000-R-UNA,2
78,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1977-06-03,-,2
78,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1977-01-10,-,2
79,1,3,MAGISTER SCIENTIAE EN PRODUCCION ANIMAL,-,2001-11-23,1800-2001-R-UNA,2
79,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1978-08-11,-,2
79,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1977-03-25,-,2
79,10,4,DOCTOR EN CIENCIAS: BIOMEDICAS,-,2013-01-18,RCU 017-2013,2
80,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1977-09-23,-,2
80,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1977-12-16,-,2
80,10,4,DOCTOR EN CIENCIAS Y TECNOLOGIAS MEDIOAMBIENTALES,-,2012-08-17,RCU 428-2012,2
80,1,3,MAGISTER SCIENTIAE EN PRODUCCION ANIMAL,-,2000-08-18,1161-2000-R-UNA,2
81,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1981-12-22,-,2
81,1,4,"DOCTORIS SCIENTIAE EN CIENCIA, TECNOLOGIA Y MEDIO AMBIENTE",-,2013-07-10,2018-2013-R-UNA,2
81,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,,-,2
82,1,2,Médico Veterinario y Zootecnista,-,1972-12-01,-,2
82,1,1,Bachiller en Medicina Veterinaria y Zootecnia,-,1972-06-14,-,2
83,1,2,Médico Veterinario y Zootecnista,-,1980-11-14,-,2
83,1,1,Bachiller en Medicina Veterinaria y Zootecnia,-,1979-09-05,-,2
84,2,4,DOCTORIS PHILOSOPHIAE,EN: CIENCIA ANIMAL,2009-05-08,587,2
84,2,3,MAGISTER SCIENTIAE,ESPECIALIDAD: NUTRICION,1992-09-04,52927,2
84,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1983-08-19,-,2
84,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1982-05-21,-,2
85,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1976-07-01,-,2
85,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1975-10-14,-,2
86,1,3,MAGISTER SCIENTIAE EN GESTION EMPRESARIAL,-,2011-06-03,1068-2011-R-UNA,2
86,1,1,BACHILLER EN MEDICINA VETERTINARIA Y ZOOTECNIA,-,1979-01-30,-,2
86,1,2,MEDICO VETERINARIO Y ZOOTECNIA,-,1979-10-19,-,2
86,1,4,"Doctoris Scientiae en Ciencia, Tecnología y Medio Ambiente",-,2019-03-26,0646-2019-R-UNA,2
87,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1988-04-22,0365-88-R-UNA,2
87,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1985-06-28,0771-85-R-UNA,2
87,2,3,MAGISTER SCIENTIAE EN PRODUCCIÓN ANIMAL,-,1999-03-12,181-1999-UNALM,2
87,10,4,DOCTOR EN CIENCIAS: BIOMÉDICAS,-,2024-10-18,U.G.Y.T. N° 016-2024,2
88,2,3,MAGISTER SCIENTIAE ESPECIALIDAD EN NUTRICION,-,1998-06-16,405-98-UNALM,2
88,2,3,MAGISTER SCIENTIAE,ESPECIALIDAD: NUTRICION,1998-06-16,405,2
88,2,4,DOCTORIS PHILOSOPHIAE EN CIENCIA ANIMAL,-,2009-05-08,587,2
88,2,3,MAGISTER EN SCIENTIAE,NUTRICION,1998-06-16,405-98-UNALM,2
88,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1987-05-29,519-87-R-UNA,2
88,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1986-10-03,1108-86-R-UNA,2
89,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1984-10-12,1342-84-R-UNA,2
89,1,4,DOCTORIS SCIENTIAE EN CIENCIAS DE LA SALUD,-,2010-05-21,1052-2010-R-UNA,2
89,22,3,MAGISTER EN SALUD ANIMAL,-,2000-02-18,07873-CR-99,2
89,1,1,Bachiller en Medicina Veterinaria y Zootecnia,-,1983-04-19,-,2
90,26,4,DOCTOR EN BIOLOGIA,-,2012-07-05,366-2012-CU-R-UNS,2
90,1,1,Bachiller en Medicina Veterinaria y Zootecnia,-,1986-07-18,703-86-R-UNA,2
91,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1988-04-22,365-88-R-UNA,2
91,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1987-11-06,1382-87-R-UNA,2
91,18,4,DOCTOR EN SALUD PUBLICA,-,2006-11-29,3501,2
91,22,3,MAGISTER EN SALUD ANIMAL,-,1999-07-12,3151-CR-99,2
92,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1984-11-30,1657-84-R-UNA,2
92,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1985-06-28,775-85-R-UNA,2
92,10,4,DOCTOR EN CIENCIAS: SALUD PUBLICA,-,2013-09-27,R.C.U. 644-2013,2
92,22,3,MAGISTER EN SALUD ANIMAL,-,2002-12-11,05728-R-02,2
93,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1988-12-21,-,2
93,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1989-11-15,1032-89-R-UNA,2
93,1,3,MAGISTER SCIENTIAE EN GANADERIA ANDINA,-,1998-01-02,2047-97-R-UNA,2
93,10,4,DOCTOR EN CIENCIAS: BIOMEDICA,-,2010-11-19,RCU 609-2010,2
94,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1987-11-06,1383-87-R-UNA,2
94,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1989-12-18,1132-89-R-UNA,2
94,27,3,DIPLOMA DE MAESTRO EN CIENCIAS - ÁREA DE CONCENTRACIÓN: BIOLOGÍA CELULAR Y TISULAR,-,1999-09-28,1962-2013-ANR,2
94,27,4,DIPLOMA DE DOCTOR EN CIENCIAS - ÁREA DE CONCENTRACIÓN: BIOLOGÍA CELULAR Y TISULAR,-,2003-05-06,0127-2014-ANR,2
95,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1990-06-22,660-90-R-UNA,2
95,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1987-11-06,1381-87-R-UNA,2
95,22,3,MAGISTER EN PRODUCCION Y REPRODUCCION ANIMAL,-,2004-11-12,03120-R-04,2
96,1,2,MÉDICO VETERINARIO Y ZOOTECNISTA,-,1988-04-22,365-88-R-UNA,2
96,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1987-11-06,1373-87-R-UNA,2
96,9,3,GRADO ACADÉMICO DE MAGISTER EN PRODUCCIÓN ANIMAL,-,,128-2000-ANR,2
96,28,4,TÍTULO DE DOCTOR EN CIENCIAS BIOLÓGICAS ,-,,1115-2009-ANR,2
97,1,3,MAGISTER SCIENTIAE EN SALUD ANIMAL,-,2011-03-18,0507-2011-R-UNA,2
97,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1981-12-22,-,2
97,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1982-11-26,-,2
97,1,4,Doctoris Scientiae en Ciencias de la Salud,-,2018-11-30,3097-2018-R-UNA,2
98,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1991-01-11,27-91-R-UNA,2
98,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1990-01-26,-,2
98,1,3,MAGISTER SCIENTIAE EN PRODUCCION ANIMAL,-,2001-01-26,0061-2001-R-UNA,2
98,10,4,DOCTOR EN CIENCIAS: SALUD PUBLICA,-,2016-03-23,R.C.U. 127-2016,2
99,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1991-02-01,137-91-R-UNA,2
99,10,3,MAESTRO EN CIENCIAS: BIOMEDICAS BASICAS - no registra bachiller,BIOQUIMICA Y BIOLOGIA MOLECULAR,2011-05-13,RCU 145-2011,2
99,10,4,DOCTOR EN BIOLOGÍA MOLECULAR Y BIOTECNOLOGÍA,-,2019-01-11,O.G.Y.T. 001-2019,2
99,10,3,MAESTRO EN CIENCIAS: BIOMEDICAS BASICAS,BIOQUIMICA Y BIOLOGIA MOLECULAR,2011-05-13,RCU 145-2011,2
100,1,3,MAGISTER SCIENTIAE EN PRODUCCION ANIMAL,-,2010-12-24,2731-2010-R-UNA,2
100,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1981-09-03,-,2
100,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1981-12-11,-,2
100,1,4,"Doctor en Ciencia, Tecnología y Medio Ambiente",-,2025-06-10,1710-2025-R-UNA,2
102,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1976-08-31,-,2
102,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1976-11-19,-,2
103,1,2,Médico Veterinario y Zootecnista,-,1980-01-15,-,2
103,1,1,Bachiller en Medicina Veterinaria y Zootecnia,-,1979-04-04,-,2
104,1,2,Médico Veterinario y Zootecnista,-,1980-12-05,-,2
104,1,1,Bachiller en Medicina Veterinaria y Zootecnia,-,1979-09-05,-,2
104,1,3,Maestro en Ciencia Animal con Mención en: Salud Animal,-,2023-08-24,2210-2023-R-UNA,2
106,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1994-02-04,-,2
106,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1994-12-02,1770-94-R-UNA,2
106,1,3,MAGISTER SCIENTIAE EN: SALUD PUBLICA,CON MENCION EN: EPIDEMIOLOGIA,2014-07-09,2367-2014-R-UNA,2
106,1,4,Doctoris Scientiae en Ciencias de la Salud,-,2023-12-28,3492-2023-R-UNA,2
107,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1992-10-02,1174-92-R-UNA,2
107,1,3,MAGISTER SCIENTIAE EN REPRODUCCION ANIMAL,-,2012-02-24,0345-2012-R-UNA,2
107,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1992-12-18,1549-92-R-UNA,2
107,1,4,"Doctoris Scientiae en: Ciencia, Tecnología y Medio Ambiente",-,2017-12-15,4026-2017-R-UNA,2
108,1,4,DOCTORIS SCIENTIAE EN: CIENCIAS DE LA SALUD,-,2015-11-28,3474-2015-R-UNA,2
108,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1988-12-21,-,2
108,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1991-02-01,137-91-R-UNA,2
108,1,3,MAGISTER SCIENTIAE EN PRODUCCION ANIMAL,-,2003-12-19,2228-2003-R-UNA,2
109,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1995-07-21,956-95-R-UNA,2
109,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1996-01-19,068-96-R-UNA,2
109,9,3,GRADO ACADÉMICO DE MAGÍSTER EN PRODUCCIÓN ANIMAL,-,1999-09-01,RESOLUCIÓN Nº 7314-2018-SUNEDU-02-15-02,2
110,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,2004-02-06,0251-2004-R-UNA,2
110,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1991-12-20,1490-91-R-UNA,2
110,1,3,Magíster Scientiae en Producción Animal,-,2018-01-09,0027-2018-R-UNA,2
111,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,1996-10-11,1490-96-R-UNA,2
111,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1998-12-04,2174-98-R-UNA,2
111,1,3,Magíster Scientiae en Economía Mención en: Proyectos de Inversión,-,2019-11-15,2895-2019-R-UNA,2
112,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,2005-02-04,401-2005-P-CTG-UNA,2
112,2,3,MAGISTER SCIENTIAE,ESPECIALIDAD: PRODUCCION ANIMAL,2007-12-28,848/UNALM,2
112,2,4,DOCTORIS PHILOSHOPHIAE EN CIENCIA ANIMAL,-,2019-10-28,397-CU-UNALM,2
112,1,1,BACHILLER EN MEDICINA VETERINARIA Y ZOOTECNIA,-,2003-10-03,1779-2003-R-UNA,2
113,18,4,DOCTOR EN ADMINISTRACION,-,2007-07-13,4777,2
113,1,4,DOCTORIS SCIENTIAE,ECONOMIA Y GESTION,2010-12-24,2735-2010-R-UNA,2
113,1,4,DOCTORIS SCIENTIAE EN ECONOMIA Y GESTION,-,2010-12-24,2735-2010-R-UNA,2
113,29,3,MASTER EN ASUNTOS PUBLICOS E INTERNACIONALES,-,1979-11-13,8080-79-CONUP,2
113,30,3,GRADO DE MÁSTER EN ASUNTOS PÚBLICOS E INTERNACIONALES,-,,8080-79-CONUP,2
113,30,2,GRADO DE BACHILLER EN HUMANIDADES-TÍTULO PROFESIONAL DE ECONOMÍA,-,,1060-2012-ANR,2
114,1,4,DOCTORIS SCIENTIAE EN CONTABILIDAD Y ADMINISTRACION,-,2012-12-06,2894-2012-R-UNA,2
114,1,2,INGENIERO ECONOMISTA,-,1976-12-14,-,2
114,1,1,BACHILLER EN ECONOMIA,-,1975-12-19,-,2
114,1,3,MAGISTER SCIENTIAE EN ECONOMIA: ECONOMIA DE LA EMPRESA,-,1997-09-12,1199-97-R-UNA,2
114,31,1,Bachiller en Derecho,-,2023-03-16,018-2023-UPSC/CU/PUNO,2
114,31,2,Abogado,-,2023-10-12,083-2023-UPSC/CU/PUNO,2
116,1,2,Ingeniero Economista,-,1980-01-30,-,2
116,1,1,Bachiller en Economía,-,1978-10-31,-,2
116,32,3,TÍTULO DE MAGISTER EN PLANIFICACIÓN Y ADMINISTRACIÓN DEL DESARROLLO REGIONAL,-,,548-90-ANR,2
116,33,4,GRADO DE DOCTOR EN ESTUDIOS URBANOS Y AMBIENTALES,-,,1233-2010-ANR,2
117,10,1,BACHILLER EN CIENCIAS ECONOMICAS Y COMERCIALES,-,1978-03-17,-,2
117,10,2,ECONOMISTA,-,1980-11-11,-,2
117,29,3,MAESTRO EN ECONOMIA,UNI. NAC. AUTONOMA DE MEXICO - MEXICO,,1174-98-ANR,2
117,18,4,DOCTOR EN ECONOMIA,-,2003-12-31,7518,2
118,1,2,INGENIERO ECONOMISTA,-,1986-11-14,1369-86-R-UNA,2
118,1,1,BACHILLER EN ECONOMIA,-,1973-08-13,-,2
118,10,4,DOCTOR EN CIENCIAS,CON MENCION EN ECONOMIA Y GESTION,2014-04-11,RCU 158-2014,2
119,2,3,MAGISTER SCIENTAE. ESPECIALIDAD: ECONOMIA AGRICOLA,-,1999-09-21,528/99-UNALM,2
119,2,3,MAGISTER SCIENTIAE,ECONOMIA AGRICOLA,1999-09-21,528-1999-UNALM,2
120,1,4,DOCTORIS SCIENTIAE EN: ADMINISTRACION,-,2014-07-09,2367-2014-R-UNA,2
120,1,1,Bachiller en Economía,-,1978-11-08,-,2
120,1,2,Ingeniero Economista,-,1982-01-29,-,2
120,21,3,GRADO DE MAESTRO EN CIENCIAS EN POLÍTICAS DEL DESARROLLO,-,2005-10-31,1725-2006-ANR,2
121,36,3,MAESTRO EN ADMINISTRACION DE LA EDUCACION,-,1998-07-06,347-98-RUIGV,2
121,18,4,DOCTOR EN ADMINISTRACION,-,2008-05-20,6812,2
121,1,1,BACHILLER EN ECONOMIA,-,,-,2
121,1,1,BACHILLER EN INGENIERIA ECONOMICA,-,1979-05-18,-,2
122,1,1,BACHILLER EN ECONOMÍA,-,1979-05-18,SR,2
122,1,2,INGENIERO ECONOMISTA,-,1982-05-14,SR,2
122,10,4,DOCTOR EN CIENCIAS,ECONOMIA Y GESTION,2015-07-24,R.C.U. 287-2015,2
122,1,3,MAGISTER EN SCIENTIAE EN ECONOMIA,-,2004-04-30,745-2004-R-UNA,2
123,37,3,MAGISTER EN ADMINISTRACION,-,1999-08-10,-,2
123,23,4,DOCTOR EN GOBIERNO Y POLITICA PUBLICA,-,2013-05-22,679-2013-CU-R-USMP,2
123,1,1,Bachiller En Economía,-,1981-07-10,-,2
124,17,1,BACHILLER EN ECONOMIA,-,1976-08-09,R-630-76,2
124,17,2,ECONOMISTA,-,1985-12-19,R-984-85,2
124,17,2,TITULO DE ECONOMISTA,-,1985-12-19,R-984-85,2
125,1,2,INGENIERO ECONOMISTA,-,1981-04-10,-,2
125,1,1,BACHILLER EN ECONOMIA,-,1977-04-12,-,2
125,1,3,MAGISTER SCIENTIAE EN LINGÜISTICA ANDINA Y EDUCACION,MENCION EN PLANIFICACION Y GESTION EN EDUCACION BILINGÜE INTERCULTURAL,2010-05-21,1055-2010-R-UNA,2
125,18,4,DOCTOR EN ECONOMIA,-,2019-02-04,4723,2
125,1,3,MAGISTER SCIENTIAE EN DESARROLLO RURAL,-,2001-01-12,0030-2001-R-UNA,2
126,29,3,MAGISTER EN DERECHO ECONOMICO,RECONOCIMIENTO RES. 1166-98-ANR,,1166-98-ANR,2
126,13,1,BACHILLER EN DERECHO,-,2010-03-25,6815-2010-R-UAP,2
126,1,1,BACHILLER EN ECONOMIA,-,1982-05-14,-,2
126,1,2,INGENIERO ECONOMISTA,-,1985-01-25,045-85-R-UNA,2
126,18,4,DOCTOR EN ADMINISTRACION,-,2008-06-24,7119,2
127,1,4,DOCTORIS SCIENTIAE EN ECONOMIA Y GESTION,-,2013-12-03,3726-2013-R-UNA,2
127,1,2,INGENIERO ECONOMISTA,-,1985-12-27,1945-85-R-UNA,2
127,1,1,BACHILLER EN ECONOMÍA,-,1985-09-12,1048-85-R-UNA,2
127,32,3,DIPLOMA DE MAGISTER EN ECONOMÍA DEL MEDIO AMBIENTE Y RECURSOS NATURALES,-,,918-97-ANR,2
128,10,4,DOCTOR EN CIENCIAS,CON MENCION EN ECONOMIA Y GESTION,2009-11-27,RCU 775-2009,2
128,1,3,MAGISTER SCIENTIE EN ECONOMIA,-,2001-07-13,1005-2001-R-UNA,2
128,1,1,BACHILLER EN ECONOMIA,-,1981-07-03,-,2
128,1,2,INGENIERO ECONOMISTA,-,1985-01-25,049-85-R-UNA,2
128,1,3,MAGISTER SCIENTIAE EN ECONOMIA,-,2001-07-13,1005-2001-R-UNA,2
129,1,4,DOCTORIS SCIENTIAE EN ECONOMIA Y GESTION,-,2011-03-18,0504-2011-R-UNA,2
129,1,1,BACHILLER EN ECONOMIA,-,1990-11-02,1300-90-R-UNA,2
129,1,2,INGENIERO ECONOMISTA,-,1992-04-10,363-92-R-UNA,2
130,1,1,Bachiller en Economía,-,1977-01-04,-,2
130,36,4,DOCTOR EN ADMINISTRACIÓN,-,2024-01-31,21-2024-CU-UIGV,2
130,36,3,MAESTRO EN ADMINISTRACION DE LA EDUCACION,-,2003-09-05,506-2003-RUIGV,2
131,1,1,Bachiller en Economía,-,1983-05-06,-,2
131,1,2,Ingeniero Economista,-,1989-08-11,726-89-R-UNA,2
131,2,4,DOCTORIS PHILOSOPHIAE EN ECONOMÍA DE LOS RECURSOS NATURALES Y EL DESARROLLO SUSTENTABLE,-,2024-02-27,079-CU-UNALM,2
131,39,2,DIPLOMA ACADÉMICO DE MAGISTER EN MEDIO AMBIENTE Y DESARROLLO SOSTENIBLE MENCIÓN EN GESTIÓN AMBIENTAL URBANA O RURAL,-,2002-03-12,2086-2006-ANR,2
132,1,4,DOCTORIS SCIENTIAE EN: ECONOMIA Y GESTION,-,2015-07-01,1947-2015-R-UNA,2
132,1,1,BACHILLER EN ECONOMIA,-,1989-08-11,741-89-R-UNA,2
132,1,2,INGENIERO ECONOMISTA,-,1992-01-31,173-92-R-UNA,2
132,32,3,DIPLOMA DE MAGISTER EN ECONOMÍA DEL MEDIO AMBIENTE Y RECURSOS NATURALES,-,,939-2005-ANR,2
133,36,2,ABOGADO,-,2011-06-06,0439-2011-CU-UIGV,2
133,36,1,BACHILLER EN DERECHO Y CIENCIAS POLITICAS,-,2008-09-25,0766-2008-CU-UIGV,2
134,1,2,INGENIERO ECONOMISTA,-,,1104-90-R-UNA,2
134,1,1,BACHILLER EN ECONOMIA,-,,-,2
134,32,3,DIPLOMA DE MAGÍSTER EN ECONOMÍA,-,2006-03-18,2177-2006-ANR,2
135,1,2,INGENIERO ECONOMISTA,-,1994-11-11,1645-94-R-UNA,2
135,1,1,BACHILLER EN ECONOMIA,-,1994-08-12,1158-94-R-UNA,2
135,41,3,MAGISTER EN ECONOMIA,-,,-,2
135,42,4,TÍTULO UNIVERSITARIO OFICIAL DE DOCTOR DENTRO DEL PROGRAMA CONJUNTO OFICIAL DE DOCTORADO EN FINANZAS DE EMPRESA,-,2016-01-16,RESOLUCIÓN Nº 5771-2018-SUNEDU-02-15-02,2
136,1,3,MAGISTER SCIENTIAE EN ECONOMIA,MENCION EN: FINANZAS,2010-04-16,0805-2010-R-UNA,2
136,1,2,INGENIERO ECONOMISTA,-,1987-11-27,1588-87-R-UNA,2
136,1,1,BACHILLER EN INGENIERIA ECONOMICA,-,1986-10-24,1239-86-R-UNA,2
136,1,4,Doctoris Scientiae en Economía y Gestión,-,2018-12-19,3305-2018-R-UNA,2
137,1,3,MAGISTER SCIENTIAE EN ECONOMIA,-,2011-03-18,0512-2011-R-UNA,2
137,1,1,BACHILLER EN ECONOMÍA,-,1985-11-22,1564-85-R-UNA,2
137,1,2,INGENIERO ECONOMISTA,-,1989-08-11,726-89-R-UNA,2
137,1,4,Doctor en Economía y Políticas Públicas,-,2021-10-11,1860-2021-R-UNA,2
138,1,1,BACHILLER EN ECONOMIA,-,1978-06-14,-,2
138,1,2,INGENIERO ECONOMISTA,-,1982-09-24,-,2
138,22,3,MAGISTER EN EDUCACION CON MENCION EN DOCENCIA EN EL NIVEL SUPERIOR,-,2024-09-11,011253-2024-R/UNMSM,2
140,22,2,ABOGADO,-,,108526,2
140,22,1,BACHILLER EN DERECHO Y CIENCIAS POLITICAS,-,1992-07-17,107260,2
140,6,1,BACHILLER EN CIENCIAS CON MENCION EN ECONOMIA,-,1980-01-18,-,2
140,6,2,TITULO PROFESIONAL DE INGENIERO ECONOMISTA,-,1983-10-08,1731,2
140,22,1,BACHILLER ACADEMICO EN CIENCIA SOCIAL ESPECIALIDAD SOCIOLOGIA,-,1978-08-10,54694,2
140,22,2,LICENCIADO EN SOCIOLOGÍA,-,1979-04-03,56953,2
140,36,3,MAESTRO EN DERECHO CIVIL,-,2023-05-30,79-2023-CU-UIGV,2
140,36,4,DOCTOR EN DERECHO,-,2025-02-21,015-2025-CU-UIGV,2
141,1,2,INGENIERO ECONOMISTA,-,1998-12-31,2380-98-R-UNA,2
141,1,1,BACHILLER EN ECONOMIA,-,1992-10-02,1154-92-R-UNA,2
141,1,5,Título de Segunda Especialización Profesional de Desarrollo Económico Territorial,-,2019-09-18,2412-2019-R-UNA,2
142,1,1,BACHILLER EN ECONOMIA,-,1988-02-05,210-88-R-UNA,2
142,1,3,MAGISTER SCIENTIAE EN DESARROLLO RURAL,-,1996-06-28,0890-96-R-UNA,2
142,1,2,Ingeniero Economista,-,1992-02-07,-,2
142,44,2,GRADO DE DOCTOR EN CIENCIAS EN ECONOMÍA AGRÍCOLA,-,,1541-2014-ANR,2
143,1,1,BACHILLER EN ECONOMIA,-,1994-08-12,1158-94-R-UNA,2
143,1,2,INGENIERO ECONOMISTA,-,1995-02-17,211-95-R-UNA,2
143,1,3,MAGISTER SCIENTIAE EN ECONOMIA,MENCION: PROYECTOS DE INVERSION,2007-07-06,1290-2007-R-UNA,2
143,1,4,Doctor/Doctoris Scientiae en: Contabilidad y Administración,-,2017-05-30,1534-2017-R-UNA,2
143,1,5,SEGUNDA ESPECIALIZACION EN: DESARROLLO ECONOMICO TERRITORIAL,-,2015-05-25,1552-2015-R-UNA,2
143,45,3,GRADO ACADÉMICO DE MAGÍSTER EN ECONOMÍA,-,2011-05-13,0212-2012-ANR,2
144,1,4,DOCTORIS SCIENTIAE EN: ECONOMIA Y GESTION,-,2014-01-16,0119-2014-R-UNA,2
144,1,1,Bachiller en Economía,-,1995-08-18,1135-95-R-UNA,2
144,1,2,Ingeniero Economista,-,1996-06-28,858-96-R-UNA,2
144,32,2,DIPLOMA DE MAGÍSTER EN ECONOMÍA,-,2003-09-20,1906-2003-ANR,2
145,1,2,INGENIERO ECONOMISTA,-,1998-07-03,1217-98-R-UNA,2
145,41,3,MAGISTER EN ECONOMIA,-,2006-03-29,-,2
145,1,1,BACHILLER EN ECONOMIA,-,1997-05-30,0605-97-R-UNA,2
145,44,4,GRADO DE DOCTOR EN CIENCIAS EN ECONOMÍA AGRÍCOLA,-,,1407-2014-ANR,2
146,1,1,BACHILLER EN ECONOMIA,-,1997-08-22,1114-97-R-UNA,2
146,1,2,INGENIERO ECONOMISTA,-,1997-11-28,1765-97-R-UNA,2
146,46,3,DIPLOMA DE MAGISTER EN ECONOMÍA,-,,870-2005-ANR,2
146,44,4,GRADO DE DOCTOR EN CIENCIAS EN ECONOMÍA AGRÍCOLA,-,,0739-2010-ANR,2
146,46,3,DIPLOMA DE MAGISTER EN ECONOMÍA DEL MEDIO AMBIENTE Y RECURSOS NATURALES,-,,871-2005-ANR,2
147,1,2,INGENIERO ECONOMISTA,-,1998-12-31,2380-98-R-UNA,2
147,1,3,Magíster Scientiae en: Economía,Mención en: Proyectos de Inversión,2016-12-29,4854-2016-R-UNA,2
147,13,1,BACHILLER EN INGENIERÍA CIVIL,-,2022-12-16,020073V-2022-R-UAP,2
147,13,2,INGENIERO CIVIL,-,2023-09-08,0722-2023-R-UAP,2
147,1,1,BACHILLER EN ECONOMIA,-,1997-10-17,1454-97-R-UNA,2
148,1,3,MAGISTER SCIENTIAE EN GESTION EMPRESARIAL,-,2008-04-18,0901-2008-R-UNA,2
